Tanggal Pemesanan,No. Transaksi,ID Produk,ID Kustomer,Nama Kustomer,Segmentasi,Kota,Provinsi,Negara,Kategori Produk,Sub Kategori Produk,Nama Produk, Harga Satuan,Kuantitas, Total Penjualan,Metode Pembayaran,Metode Pengiriman, Profit,,Question
11/21/2023,ELX606213,EP93099,CE5634,"Ir. Kiandra Sihotang, S.Pd",Consumer,Bandung,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 17.289.285 ,2, Rp 34.578.570 ,QRIS,SiCepat, Rp 2.011.909 ,,
11/11/2024,ELX606214,EP22388,CE1905,Tari Rajasa,Corporate,Semarang,Jawa Tengah,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 20.759.733 ,3, Rp 62.279.199 ,Cash,POS Indonesia, Rp 3.494.178 ,,
5/13/2024,ELX606215,EP92597,CE4952,"Ir. Hana Riyanti, M.Ak",Home Office,Medan,Sumatera Utara,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 22.282.367 ,2, Rp 44.564.734 ,Debit,Ninja Xpress, Rp 8.724.977 ,,
4/24/2025,ELX606216,EP18250,CE5143,"R. Hana Sirait, M.Kom.",Consumer,Bogor,Jawa Barat,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 4.196.701 ,1, Rp 4.196.701 ,QRIS,JNE, Rp 365.107 ,,
4/1/2023,ELX606217,EP58132,CE9982,Patricia Saptono,Corporate,Bogor,Jawa Barat,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 6.978.710 ,3, Rp 20.936.130 ,QRIS,J&T, Rp 1.986.415 ,,
9/8/2024,ELX606218,EP95379,CE2757,Drs. Emong Natsir,Home Office,Kutai Barat,Kalimantan Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 17.144.820 ,3, Rp 51.434.460 ,Debit,Ninja Xpress, Rp 8.756.336 ,,
3/9/2023,ELX606219,EP45278,CE6531,Yuni Riyanti,Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 10.770.812 ,2, Rp 21.541.624 ,QRIS,POS Indonesia, Rp 1.142.504 ,,
1/21/2023,ELX606220,EP46287,CE5694,Darmaji Farida,Home Office,Lombok Tengah,NTB,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 11.814.079 ,2, Rp 23.628.158 ,Cash,SiCepat, Rp 2.680.600 ,,
8/12/2023,ELX606221,EP83798,CE6020,"dr. Jati Winarsih, S.Pt",Home Office,Solo,Jawa Tengah,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 18.831.471 ,3, Rp 56.494.413 ,Cash,SiCepat, Rp 9.798.145 ,,
7/6/2024,ELX606222,EP16135,CE5448,"Kenes Rahmawati, M.M.",Home Office,Bandung,Jawa Barat,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 14.449.175 ,3, Rp 43.347.525 ,Debit,Ninja Xpress, Rp 8.427.184 ,,
9/11/2025,ELX606223,EP42550,CE9447,Kawaya Nababan,Corporate,Makassar,Sulawesi Selatan,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 19.270.843 ,2, Rp 38.541.686 ,QRIS,JNE, Rp 2.186.098 ,,
11/20/2025,ELX606224,EP86698,CE6209,Paiman Agustina,Consumer,Bogor,Jawa Barat,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 6.446.944 ,2, Rp 12.893.888 ,Debit,Ninja Xpress, Rp 772.810 ,,
10/22/2025,ELX606225,EP32393,CE8623,Uda Anggriawan,Consumer,Bandung,Jawa Barat,Indonesia,Aksesori,Mouse,Logitech MX Master 3, Rp 7.052.260 ,2, Rp 14.104.520 ,Debit,Grab, Rp 1.450.619 ,,
3/20/2025,ELX606226,EP41580,CE2773,"Calista Riyanti, M.Farm",Home Office,Medan,Sumatera Utara,Indonesia,Smartphone,Android Phone,Poco X5 Pro, Rp 21.113.427 ,1, Rp 21.113.427 ,Debit,J&T, Rp 1.909.634 ,,
1/19/2025,ELX606227,EP69257,CE8168,KH. Jabal Suryono,Corporate,Bandung,Jawa Barat,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 4.854.595 ,2, Rp 9.709.190 ,Debit,SiCepat, Rp 786.497 ,,
5/13/2024,ELX606228,EP99747,CE5364,Laswi Prakasa,Home Office,Barru,Sulawesi Selatan,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 9.122.690 ,2, Rp 18.245.380 ,QRIS,J&T, Rp 1.267.026 ,,
9/22/2023,ELX606229,EP25485,CE8426,R. Panji Pradana,Home Office,Tasikmalaya,Jawa Barat,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 19.852.127 ,2, Rp 39.704.254 ,Cash,J&T, Rp 7.653.557 ,,
2/16/2024,ELX606230,EP53859,CE2420,Kamidin Pertiwi,Consumer,Bekasi,Jawa Barat,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 17.657.839 ,3, Rp 52.973.517 ,Cash,Grab, Rp 8.384.633 ,,
7/6/2024,ELX606231,EP24695,CE8318,"Hartaka Marbun, S.E.",Corporate,Kulon Progo,Yogyakarta,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 201.722 ,2, Rp 403.444 ,Cash,Gojek, Rp 73.508 ,,
5/2/2023,ELX606232,EP93485,CE5740,Ida Mardhiyah,Corporate,Blitar,Jawa Timur,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 14.703.160 ,2, Rp 29.406.320 ,Cash,POS Indonesia, Rp 5.443.698 ,,
4/1/2023,ELX606233,EP82545,CE5457,"drg. Wani Nababan, S.H.",Consumer,Sidoarjo,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 18.728.172 ,2, Rp 37.456.344 ,Cash,SiCepat, Rp 2.355.620 ,,
10/20/2024,ELX606234,EP71269,CE2904,Ibrahim Fujiati,Corporate,Bogor,Jawa Barat,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 17.247.047 ,1, Rp 17.247.047 ,Debit,Grab, Rp 1.798.859 ,,
11/21/2023,ELX606235,EP31712,CE2647,Eluh Haryanti,Home Office,Depok,Jawa Barat,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 9.222.830 ,3, Rp 27.668.490 ,Cash,Grab, Rp 2.441.613 ,,
8/12/2023,ELX606236,EP52939,CE3750,drg. Tina Mahendra,Corporate,Bogor,Jawa Barat,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 12.820.823 ,2, Rp 25.641.646 ,Debit,Ninja Xpress, Rp 2.960.603 ,,
5/24/2025,ELX606237,EP48980,CE5416,Hilda Haryanti,Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 23.157.778 ,2, Rp 46.315.556 ,Debit,Ninja Xpress, Rp 7.758.447 ,,
3/9/2023,ELX606238,EP26877,CE3880,Darman Zulkarnain,Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 14.225.829 ,1, Rp 14.225.829 ,Debit,JNE, Rp 2.283.352 ,,
4/9/2024,ELX606239,EP78060,CE1165,Nadia Wijayanti,Home Office,Bandung,Jawa Barat,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 1.810.230 ,1, Rp 1.810.230 ,QRIS,POS Indonesia, Rp 147.341 ,,
1/21/2023,ELX606240,EP76811,CE3286,"Ir. Bagya Sihombing, S.Gz",Home Office,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 2.811.425 ,1, Rp 2.811.425 ,Cash,AnterAja, Rp 179.832 ,,
8/22/2024,ELX606241,EP80611,CE6561,Raisa Simbolon,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 12.538.663 ,3, Rp 37.615.989 ,Cash,POS Indonesia, Rp 6.592.670 ,,
6/18/2025,ELX606242,EP68355,CE4247,Mala Rahayu,Consumer,Depok,Jawa Barat,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 11.099.685 ,1, Rp 11.099.685 ,Debit,J&T, Rp 977.403 ,,
12/23/2024,ELX606243,EP66277,CE4959,"Rusman Firgantoro, S.Sos",Home Office,Semarang,Jawa Tengah,Indonesia,Printer,Ink Tank,Canon PIXMA G2020, Rp 9.134.400 ,2, Rp 18.268.800 ,Cash,JNE, Rp 2.277.906 ,,
4/1/2023,ELX606244,EP75260,CE3855,Novi Irawan,Consumer,Garut,Jawa Barat,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 9.543.867 ,1, Rp 9.543.867 ,Debit,SiCepat, Rp 1.285.150 ,,
1/19/2025,ELX606245,EP70947,CE2656,Sabri Agustina,Consumer,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 8.006.911 ,3, Rp 24.020.733 ,QRIS,POS Indonesia, Rp 3.237.957 ,,
7/27/2023,ELX606246,EP77983,CE8977,"Cahyono Puspasari, M.Kom.",Home Office,Bekasi,Jawa Barat,Indonesia,Peralatan Rumah,Vacuum Cleaner,Dyson V11 Vacuum, Rp 8.714.436 ,3, Rp 26.143.308 ,Debit,SiCepat, Rp 3.656.439 ,,
2/8/2025,ELX606247,EP51603,CE2548,T. Galar Natsir,Consumer,Magelang,Jawa Tengah,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 9.076.408 ,2, Rp 18.152.816 ,Debit,POS Indonesia, Rp 1.583.109 ,,
6/18/2025,ELX606248,EP37004,CE3401,Kala Mardhiyah,Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 16.996.954 ,2, Rp 33.993.908 ,QRIS,POS Indonesia, Rp 6.737.205 ,,
8/26/2025,ELX606249,EP70083,CE4524,Rafi Rajasa,Home Office,Yogyakarta,Yogyakarta,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 5.987.893 ,1, Rp 5.987.893 ,Debit,Grab, Rp 523.917 ,,
5/2/2023,ELX606250,EP71718,CE1996,Jumari Hidayat,Corporate,Bogor,Jawa Barat,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 4.138.297 ,3, Rp 12.414.891 ,Debit,Grab, Rp 2.361.149 ,,
7/20/2025,ELX606251,EP27061,CE8396,Gina Zulaika,Consumer,Depok,Jawa Barat,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 17.534.174 ,1, Rp 17.534.174 ,Cash,Gojek, Rp 1.652.738 ,,
2/21/2023,ELX606252,EP44925,CE6729,"Zelaya Nababan, M.Kom.",Home Office,Depok,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 8.111.936 ,3, Rp 24.335.808 ,Cash,Ninja Xpress, Rp 2.206.402 ,,
4/9/2024,ELX606253,EP39530,CE6493,Genta Suartini,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 10.885.485 ,3, Rp 32.656.455 ,Cash,JNE, Rp 2.901.777 ,,
4/1/2023,ELX606254,EP49048,CE4747,Zizi Hassanah,Consumer,Yogyakarta,Yogyakarta,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 10.419.570 ,2, Rp 20.839.140 ,QRIS,Grab, Rp 2.423.375 ,,
3/4/2024,ELX606255,EP79572,CE1039,Danu Wibowo,Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 16.318.949 ,1, Rp 16.318.949 ,Cash,Gojek, Rp 2.437.716 ,,
11/21/2023,ELX606256,EP52084,CE9684,"Ir. Yulia Ardianto, S.Psi",Consumer,Tulungagung,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 5.336.120 ,2, Rp 10.672.240 ,Cash,J&T, Rp 984.512 ,,
1/19/2025,ELX606257,EP52337,CE2475,Raisa Mandasari,Corporate,Parepare,Sulawesi Selatan,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 7.096.009 ,2, Rp 14.192.018 ,Debit,Ninja Xpress, Rp 2.515.229 ,,
11/20/2025,ELX606258,EP40466,CE1944,"Drs. Halim Prasetya, M.Farm",Home Office,Medan,Sumatera Utara,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 18.502.291 ,2, Rp 37.004.582 ,Cash,AnterAja, Rp 4.635.767 ,,
7/6/2024,ELX606259,EP42815,CE2602,Winda Sihotang,Corporate,Bantul,Yogyakarta,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 13.331.049 ,2, Rp 26.662.098 ,Debit,SiCepat, Rp 3.031.800 ,,
1/19/2025,ELX606260,EP65115,CE8800,"drg. Bakda Purwanti, S.Gz",Home Office,Probolinggo,Jawa Timur,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 18.487.113 ,3, Rp 55.461.339 ,Cash,AnterAja, Rp 8.905.151 ,,
4/9/2024,ELX606261,EP50446,CE3166,"Dr. Gabriella Permata, M.Ak",Consumer,Makassar,Sulawesi Selatan,Indonesia,Monitor,Gaming,ASUS TUF Gaming Monitor, Rp 9.108.105 ,1, Rp 9.108.105 ,QRIS,Ninja Xpress, Rp 640.851 ,,
10/13/2023,ELX606262,EP23252,CE8169,Putri Handayani,Corporate,Magelang,Jawa Tengah,Indonesia,Laptop,Gaming,MSI GF63, Rp 15.449.288 ,3, Rp 46.347.864 ,QRIS,Ninja Xpress, Rp 8.579.103 ,,
9/22/2023,ELX606263,EP14797,CE8170,R.A. Maimunah Hidayanto,Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Monitor,Gaming,ASUS TUF Gaming Monitor, Rp 13.277.056 ,2, Rp 26.554.112 ,Debit,Ninja Xpress, Rp 3.481.900 ,,
3/9/2023,ELX606264,EP37104,CE2733,Bagus Tampubolon,Consumer,Bandung,Jawa Barat,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 4.153.512 ,1, Rp 4.153.512 ,QRIS,JNE, Rp 697.147 ,,
6/18/2025,ELX606265,EP10762,CE4262,Humaira Mandasari,Corporate,Jakarta Pusat,DKI Jakarta,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 9.644.548 ,2, Rp 19.289.096 ,Cash,SiCepat, Rp 3.744.136 ,,
1/15/2024,ELX606266,EP58343,CE3337,Johan Fujiati,Consumer,Surabaya,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 19.506.700 ,1, Rp 19.506.700 ,QRIS,Gojek, Rp 2.186.597 ,,
9/22/2023,ELX606267,EP90151,CE2797,"Raden Padmasari, M.Pd",Home Office,Madiun,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 21.711.724 ,2, Rp 43.423.448 ,QRIS,SiCepat, Rp 4.649.060 ,,
4/9/2024,ELX606268,EP11798,CE8130,"Kamaria Najmudin, S.I.Kom",Consumer,Yogyakarta,Yogyakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 19.474.674 ,3, Rp 58.424.022 ,QRIS,JNE, Rp 10.438.539 ,,
7/20/2025,ELX606269,EP47360,CE8436,Siska Waskita,Corporate,Badung,Bali,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 835.467 ,1, Rp 835.467 ,QRIS,JNE, Rp 99.782 ,,
3/20/2025,ELX606270,EP48935,CE9790,"Drs. Nurul Wacana, S.E.",Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 24.652.381 ,2, Rp 49.304.762 ,Cash,JNE, Rp 4.655.258 ,,
8/12/2023,ELX606271,EP52948,CE7617,"Genta Halim, M.Kom.",Corporate,Bandung,Jawa Barat,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 16.211.213 ,2, Rp 32.422.426 ,Debit,SiCepat, Rp 3.207.450 ,,
7/27/2023,ELX606272,EP85084,CE6620,Laila Purwanti,Home Office,Parepare,Sulawesi Selatan,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 18.845.031 ,3, Rp 56.535.093 ,Debit,JNE, Rp 3.481.550 ,,
4/1/2023,ELX606273,EP15141,CE5560,Dalimin Utama,Corporate,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 22.710.552 ,1, Rp 22.710.552 ,Debit,POS Indonesia, Rp 2.432.772 ,,
12/24/2023,ELX606274,EP29623,CE9931,"Putri Wijaya, M.Ak",Corporate,Cimahi,Jawa Barat,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 5.752.279 ,1, Rp 5.752.279 ,QRIS,JNE, Rp 961.285 ,,
7/20/2025,ELX606275,EP48546,CE2253,Ir. Laswi Mardhiyah,Home Office,Depok,Jawa Barat,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 500.848 ,3, Rp 1.502.544 ,Cash,Gojek, Rp 161.482 ,,
11/11/2024,ELX606276,EP21810,CE3701,"Rangga Nurdiyanti, S.E.I",Corporate,Bandung,Jawa Barat,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 22.126.178 ,1, Rp 22.126.178 ,Debit,J&T, Rp 1.214.428 ,,
6/18/2025,ELX606277,EP79040,CE2432,Ade Wacana,Consumer,Bekasi,Jawa Barat,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 23.881.172 ,2, Rp 47.762.344 ,Cash,AnterAja, Rp 4.019.524 ,,
11/21/2023,ELX606278,EP68590,CE4508,Emin Zulkarnain,Corporate,Depok,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 4.853.488 ,2, Rp 9.706.976 ,Debit,POS Indonesia, Rp 1.056.589 ,,
8/26/2025,ELX606279,EP49432,CE3909,Salimah Permata,Home Office,Depok,Jawa Barat,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 18.924.915 ,2, Rp 37.849.830 ,QRIS,Ninja Xpress, Rp 7.213.626 ,,
11/11/2024,ELX606280,EP71774,CE5683,Irnanto Samosir,Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Smartphone,Android Phone,Realme Narzo 50, Rp 679.004 ,3, Rp 2.037.012 ,QRIS,JNE, Rp 157.403 ,,
8/26/2025,ELX606281,EP49203,CE2486,"drg. Luthfi Hardiansyah, S.Farm",Home Office,Semarang,Jawa Tengah,Indonesia,Networking,Router,Tenda Nova MW3, Rp 4.758.069 ,3, Rp 14.274.207 ,Debit,Grab, Rp 2.659.888 ,,
11/20/2025,ELX606282,EP41304,CE5821,Harsana Situmorang,Home Office,Bekasi,Jawa Barat,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 15.997.649 ,2, Rp 31.995.298 ,Cash,JNE, Rp 3.006.785 ,,
12/23/2024,ELX606283,EP38328,CE3361,Wardaya Megantara,Home Office,Bekasi,Jawa Barat,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 11.217.282 ,2, Rp 22.434.564 ,QRIS,Grab, Rp 1.567.537 ,,
3/20/2025,ELX606284,EP65346,CE2176,"Prima Purnawati, S.Pd",Corporate,Depok,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 24.275.082 ,1, Rp 24.275.082 ,Cash,POS Indonesia, Rp 3.940.705 ,,
7/6/2024,ELX606285,EP90680,CE2186,Drs. Mutia Anggraini,Home Office,Jakarta Pusat,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 6.553.936 ,1, Rp 6.553.936 ,QRIS,AnterAja, Rp 493.279 ,,
3/4/2024,ELX606286,EP95702,CE2631,Sabar Puspasari,Home Office,Madiun,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 9.777.156 ,2, Rp 19.554.312 ,Debit,AnterAja, Rp 1.870.962 ,,
12/23/2024,ELX606287,EP44651,CE5933,Asmuni Nurdiyanti,Consumer,Bandung,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 21.063.734 ,3, Rp 63.191.202 ,Debit,POS Indonesia, Rp 7.144.521 ,,
10/20/2024,ELX606288,EP69171,CE1241,Unjani Lailasari,Corporate,Surabaya,Jawa Timur,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 19.089.580 ,2, Rp 38.179.160 ,QRIS,SiCepat, Rp 2.455.327 ,,
8/26/2025,ELX606289,EP90137,CE2383,R.A. Farah Marpaung,Consumer,Binjai,Sumatera Utara,Indonesia,Networking,Router,Tenda Nova MW3, Rp 19.126.546 ,3, Rp 57.379.638 ,QRIS,Gojek, Rp 7.804.335 ,,
1/21/2023,ELX606290,EP76892,CE3662,"Baktiadi Damanik, S.T.",Corporate,Gunungkidul,Yogyakarta,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 8.532.395 ,3, Rp 25.597.185 ,Debit,Grab, Rp 4.220.163 ,,
12/23/2024,ELX606291,EP93943,CE2862,Ir. Calista Iswahyudi,Consumer,Yogyakarta,Yogyakarta,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 21.435.463 ,3, Rp 64.306.389 ,QRIS,Grab, Rp 4.419.317 ,,
12/3/2025,ELX606292,EP47603,CE7355,"Puti Humaira Maryadi, M.Kom.",Consumer,Sibolga,Sumatera Utara,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 5.312.212 ,2, Rp 10.624.424 ,Debit,JNE, Rp 1.784.663 ,,
11/11/2024,ELX606293,EP63579,CE9163,"Ida Saefullah, M.M.",Consumer,Gunungkidul,Yogyakarta,Indonesia,Smart Home,Air Purifier,Xiaomi Mi Air Purifier, Rp 21.197.236 ,3, Rp 63.591.708 ,Cash,JNE, Rp 5.479.939 ,,
6/10/2023,ELX606294,EP23151,CE2084,Purwa Wahyuni,Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 7.858.368 ,1, Rp 7.858.368 ,Debit,AnterAja, Rp 1.010.913 ,,
12/3/2025,ELX606295,EP50416,CE7518,"Hartaka Suryatmi, S.Sos",Home Office,Cimahi,Jawa Barat,Indonesia,Peralatan Rumah,Vacuum Cleaner,Dyson V11 Vacuum, Rp 18.491.615 ,3, Rp 55.474.845 ,Cash,JNE, Rp 4.730.882 ,,
1/21/2023,ELX606296,EP21542,CE2082,"Dalima Napitupulu, M.Kom.",Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Peralatan Rumah,Freezer,Polytron Chest Freezer, Rp 8.099.309 ,1, Rp 8.099.309 ,Debit,POS Indonesia, Rp 1.080.880 ,,
8/12/2023,ELX606297,EP19314,CE9710,Malika Mandala,Corporate,Jakarta Utara,DKI Jakarta,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 4.241.702 ,1, Rp 4.241.702 ,Cash,SiCepat, Rp 494.302 ,,
5/2/2023,ELX606298,EP43448,CE2812,"Edi Samosir, S.Pt",Consumer,Bandung,Jawa Barat,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 3.845.945 ,2, Rp 7.691.890 ,QRIS,Gojek, Rp 1.307.321 ,,
10/22/2025,ELX606299,EP89078,CE2038,Zizi Sitorus,Corporate,Sidoarjo,Jawa Timur,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 1.094.772 ,3, Rp 3.284.316 ,Debit,SiCepat, Rp 483.128 ,,
12/24/2023,ELX606300,EP86207,CE2089,Kenari Mahendra,Corporate,Medan,Sumatera Utara,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 16.560.762 ,1, Rp 16.560.762 ,Cash,JNE, Rp 2.143.744 ,,
11/21/2023,ELX606301,EP58945,CE8007,Ismail Purnawati,Home Office,Bekasi,Jawa Barat,Indonesia,Peralatan Rumah,Vacuum Cleaner,Dyson V11 Vacuum, Rp 10.964.553 ,3, Rp 32.893.659 ,QRIS,AnterAja, Rp 2.110.835 ,,
9/8/2024,ELX606302,EP68802,CE1473,drg. Abyasa Usada,Home Office,Bulukumba,Sulawesi Selatan,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 8.798.397 ,3, Rp 26.395.191 ,Debit,SiCepat, Rp 3.944.178 ,,
4/1/2023,ELX606303,EP62907,CE1063,"Wakiman Saragih, M.TI.",Corporate,Bekasi,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 10.734.842 ,1, Rp 10.734.842 ,QRIS,J&T, Rp 832.673 ,,
12/24/2023,ELX606304,EP98231,CE7123,Hj. Cornelia Permadi,Home Office,Yogyakarta,Yogyakarta,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 6.529.157 ,2, Rp 13.058.314 ,Debit,J&T, Rp 2.386.066 ,,
5/2/2023,ELX606305,EP48426,CE5483,"R. Mala Siregar, S.Ked",Home Office,Pangkep,Sulawesi Selatan,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 6.069.899 ,3, Rp 18.209.697 ,QRIS,Ninja Xpress, Rp 2.099.884 ,,
3/4/2024,ELX606306,EP69739,CE3822,Raditya Prasetyo,Corporate,Palopo,Sulawesi Selatan,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 1.409.738 ,3, Rp 4.229.214 ,Cash,AnterAja, Rp 610.566 ,,
9/8/2024,ELX606307,EP14364,CE4367,Jais Prasetya,Corporate,Medan,Sumatera Utara,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 13.340.273 ,3, Rp 40.020.819 ,Cash,Grab, Rp 3.396.955 ,,
11/20/2025,ELX606308,EP80161,CE4330,Ratna Prakasa,Corporate,Depok,Jawa Barat,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 12.778.135 ,3, Rp 38.334.405 ,QRIS,AnterAja, Rp 3.733.511 ,,
10/20/2024,ELX606309,EP57464,CE6720,Kemba Riyanti,Corporate,Medan,Sumatera Utara,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 20.055.803 ,2, Rp 40.111.606 ,Debit,Gojek, Rp 4.201.626 ,,
11/20/2025,ELX606310,EP88548,CE8480,"Cornelia Uyainah, S.Pd",Home Office,Garut,Jawa Barat,Indonesia,Smartphone,Android Phone,Poco X5 Pro, Rp 22.120.831 ,1, Rp 22.120.831 ,Debit,POS Indonesia, Rp 2.392.068 ,,
8/22/2024,ELX606311,EP47488,CE5774,Cut Zelda Narpati,Home Office,Surabaya,Jawa Timur,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 13.018.773 ,3, Rp 39.056.319 ,Cash,J&T, Rp 3.033.345 ,,
2/8/2025,ELX606312,EP16347,CE7271,Cengkal Purwanti,Consumer,Makassar,Sulawesi Selatan,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 14.333.007 ,1, Rp 14.333.007 ,Debit,SiCepat, Rp 801.096 ,,
12/3/2025,ELX606313,EP74126,CE2248,"Hj. Widya Hardiansyah, S.Pd",Consumer,Jakarta Selatan,DKI Jakarta,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 16.333.738 ,3, Rp 49.001.214 ,Debit,JNE, Rp 6.290.469 ,,
